# id,ConstantLostPacketCount,LostCount,LostDistWeight,LostPacketCount,inRcvry,inSS,Rlmrtt,Rlsrtt,Rsprtt,type
13689, 2, 2, 0.3969, 1, 1, 0, 1.3759, 0.9509, 0.9931, 0
13690, 3, 3, 0.2311, 1, 1, 0, 1.1333, 0.8050, 0.9729, 0
13691, 4, 4, 0.1575, 1, 0, 0, 1.1011, 0.8040, 0.9728, 0
13692, 5, 5, 0.1170, 1, 1, 0, 2.0661, 1.4185, 1.0636, 0
13693, 7, 6, 0.0649, 2, 0, 0, 1.8245, 1.2143, 1.0315, 0
13694, 1, 1, 2.0000, 1, 0, 0, 1.3328, 0.8729, 0.9822, 0
13695, 2, 2, 0.7937, 1, 1, 0, 1.2190, 0.8191, 0.9748, 0
13696, 1, 1, 1.0000, 1, 0, 0, 1.4091, 0.9665, 0.9953, 0
13698, 3, 1, 0.5774, 3, 0, 0, 1.4070, 0.9663, 0.9951, 0
13699, 1, 1, 2.0000, 1, 0, 0, 3.5582, 2.1707, 1.2008, 0
13704, 5, 1, 0.4472, 5, 0, 0, 4.5935, 2.5837, 1.2923, 0
13706, 9, 1, 17.6667, 9, 0, 0, 1.0759, 0.7679, 0.9679, 0
13707, 11, 2, 14.8726, 2, 1, 0, 1.5904, 1.1161, 1.0170, 0
13708, 15, 3, 6.1247, 4, 0, 0, 1.1113, 0.8019, 0.9725, 0
13709, 21, 4, 3.4076, 6, 1, 0, 1.4028, 1.0107, 1.0015, 0
13710, 24, 5, 3.5789, 3, 0, 0, 1.3728, 0.9904, 0.9988, 0
13711, 25, 6, 4.8612, 1, 1, 0, 1.1436, 0.8435, 0.9781, 0
13712, 31, 7, 1.6159, 6, 1, 0, 1.0747, 0.8137, 0.9742, 0
13713, 33, 8, 2.3423, 2, 1, 0, 1.0749, 0.8332, 0.9768, 0
13715, 38, 10, 1.2300, 4, 0, 0, 1.7467, 1.3109, 1.0464, 0
13716, 42, 11, 1.0832, 4, 1, 0, 1.1261, 0.8617, 0.9807, 0
13717, 3, 1, 0.5774, 3, 0, 0, 1.2204, 0.9169, 0.9883, 0
13718, 5, 2, 0.2806, 2, 1, 0, 1.1271, 0.8632, 0.9810, 0
13719, 7, 3, 0.1634, 2, 0, 0, 1.1472, 0.8921, 0.9849, 0
13720, 9, 4, 0.1114, 2, 0, 0, 2.1621, 1.5493, 1.0852, 0
13721, 13, 5, 0.0585, 4, 1, 0, 1.1273, 0.8276, 0.9760, 0
13723, 4, 2, 0.1984, 4, 1, 0, 2.1632, 1.5312, 1.0821, 0
13724, 2, 1, 2.1213, 2, 0, 0, 1.2800, 0.9486, 0.9927, 0
13725, 1, 2, 1.1906, 1, 1, 0, 1.2010, 0.9024, 0.9863, 0
13726, 3, 1, 0.5774, 3, 0, 0, 1.1205, 0.8761, 0.9827, 0
13727, 3, 2, 0.2291, 3, 1, 0, 2.4394, 1.7129, 1.1135, 0
13728, 1, 1, 4.0000, 1, 0, 0, 2.8249, 1.8288, 1.1342, 0
13729, 4, 2, 0.9165, 3, 1, 0, 1.4989, 0.9739, 0.9964, 0
13731, 4, 2, 1.1225, 2, 1, 0, 1.2922, 0.9480, 0.9927, 0
13733, 6, 4, 0.6300, 1, 0, 0, 1.2339, 0.9379, 0.9912, 0
13734, 8, 5, 0.3308, 2, 1, 0, 3.0347, 1.9827, 1.1634, 0
13736, 1, 1, 2.0000, 1, 1, 0, 1.9886, 1.3413, 1.0514, 0
13737, 1, 2, 0.7937, 1, 1, 0, 1.1658, 0.8080, 0.9732, 0
13739, 3, 2, 0.7937, 1, 1, 0, 1.1531, 0.8160, 0.9743, 0
13741, 5, 4, 0.3150, 1, 0, 0, 1.1252, 0.8158, 0.9744, 0
13742, 6, 5, 0.2339, 1, 1, 0, 1.0910, 0.8122, 0.9740, 0
13743, 3, 1, 0.5774, 3, 0, 0, 1.5075, 1.1172, 1.0171, 0
13745, 2, 2, 0.7937, 1, 1, 0, 1.1708, 0.9116, 0.9875, 0
13746, 3, 3, 0.4622, 1, 0, 0, 1.1028, 0.8741, 0.9823, 0
13747, 4, 4, 0.3150, 1, 0, 0, 1.7274, 1.3087, 1.0462, 0
13749, 1, 1, 1.0000, 1, 0, 0, 1.3360, 1.0017, 1.0003, 0
13750, 3, 1, 0.5774, 3, 1, 0, 2.2771, 1.4286, 1.0654, 0
13751, 3, 1, 1.7321, 3, 0, 0, 1.2703, 0.8034, 0.9727, 0
13752, 1, 1, 3.0000, 1, 0, 0, 1.9766, 1.1743, 1.0256, 0
13756, 4, 3, 0.4622, 1, 0, 0, 1.4767, 0.9605, 0.9945, 0
13757, 5, 4, 0.3150, 1, 0, 0, 1.7108, 1.0973, 1.0141, 0
13758, 7, 5, 0.1654, 2, 1, 0, 1.2604, 0.8283, 0.9761, 0
13759, 8, 6, 0.1834, 1, 0, 0, 1.1802, 0.7979, 0.9720, 0
13761, 4, 2, 0.2291, 3, 1, 0, 1.1699, 0.8556, 0.9797, 0
13762, 1, 3, 0.2311, 1, 0, 0, 1.7508, 1.2371, 1.0350, 0
13763, 4, 4, 0.0909, 3, 1, 0, 1.1510, 0.8327, 0.9767, 0
13764, 1, 1, 1.0000, 1, 0, 0, 1.0881, 0.8278, 0.9759, 0
13765, 3, 2, 0.2806, 2, 1, 0, 1.0654, 0.8302, 0.9764, 0
13766, 3, 1, 0.5774, 3, 0, 0, 1.7383, 1.3048, 1.0454, 0
13768, 3, 2, 0.2806, 2, 1, 0, 1.6251, 1.1277, 1.0186, 0
13772, 1, 1, 2.0000, 1, 0, 0, 1.2320, 0.8565, 0.9799, 0
13773, 3, 2, 0.5612, 2, 1, 0, 1.5230, 1.0511, 1.0074, 0
13774, 1, 1, 1.0000, 1, 0, 0, 4.2620, 1.9492, 1.1569, 0
13776, 1, 1, 3.0000, 1, 0, 0, 1.1564, 0.6598, 0.9537, 0
13777, 3, 2, 0.8418, 2, 1, 0, 1.0617, 0.6372, 0.9507, 0
13778, 1, 3, 0.6934, 1, 0, 0, 1.3062, 0.8057, 0.9730, 0
13779, 4, 1, 0.5000, 4, 0, 0, 1.6282, 1.0182, 1.0026, 0
13780, 1, 1, 2.0000, 1, 0, 0, 1.2060, 0.8209, 0.9750, 0
13784, 14, 3, 8.0079, 2, 0, 0, 1.2624, 0.9158, 0.9881, 0
13785, 22, 4, 2.7284, 8, 0, 0, 1.1874, 0.8767, 0.9826, 0
13786, 24, 5, 4.0525, 2, 1, 0, 5.2074, 2.8361, 1.3557, 0
13787, 28, 6, 2.2471, 4, 0, 0, 2.0472, 1.0992, 1.0144, 0
13788, 2, 1, 2.8284, 2, 0, 0, 1.1287, 0.6858, 0.9571, 0
13789, 7, 2, 0.7099, 5, 1, 0, 1.5020, 0.9227, 0.9891, 0
13790, 9, 3, 0.6537, 2, 0, 0, 1.0879, 0.6972, 0.9586, 0
13791, 11, 4, 0.4454, 2, 0, 0, 1.1176, 0.7425, 0.9646, 0
13792, 15, 5, 0.2339, 4, 1, 0, 1.5081, 1.0017, 1.0002, 0
13793, 18, 6, 0.2118, 3, 0, 0, 1.1146, 0.7651, 0.9676, 0
13794, 19, 7, 0.2987, 1, 1, 0, 1.0942, 0.7752, 0.9689, 0
13795, 22, 8, 0.1443, 3, 1, 0, 1.1333, 0.8232, 0.9754, 0
13796, 24, 9, 0.1511, 2, 1, 0, 2.3161, 1.5499, 1.0854, 0
13797, 27, 10, 0.1072, 3, 0, 0, 2.4229, 1.5044, 1.0777, 0
13799, 2, 1, 1.4142, 2, 0, 0, 1.2979, 0.8479, 0.9788, 0
